route_id,trip_id,service_id,trip_headsign,direction_id,shape_id
B17,EN_F0-Saturday-018000_B17_101,EN_F0-Saturday,CANARSIE SEAVIEW AV,1,B170092
B42,EN_F0-Saturday-018000_B42_1,EN_F0-Saturday,CANARSIE PIER,1,B420007
B45,EN_F0-Saturday-018000_B45_X24,EN_F0-Saturday,DOWNTOWN BKLYN COURT ST,1,B450035
B82,EN_F0-Saturday-018000_B82_X36,EN_F0-Saturday,CONEY ISLAND STILLWELL AV via FLATLANDS,1,B820023
Q56,EN_F0-Saturday-018000_Q24_402,EN_F0-Saturday,BROADWAY JCT VAN SINDEREN AV via JAMAICA,1,Q560571
Q24,EN_F0-Saturday-018000_Q24_X45,EN_F0-Saturday,LAFAYETTE AV PATCHEN AV via ATLANTIC AV,1,Q240221
B15,EN_F0-Saturday-018200_B15_X01,EN_F0-Saturday,BED-STUY WOODHULL HOSPITAL,1,B150256
B25,EN_F0-Saturday-018300_B25_201,EN_F0-Saturday,DOWNTOWN BKLYN FRONT ST via FULTON,1,B250070
B14,EN_F0-Saturday-018700_B14_1,EN_F0-Saturday,SPRING CREEK STANLEY AV POSTAL FAC,0,B140129
B12,EN_F0-Saturday-019000_B12_1,EN_F0-Saturday,EAST NEW YORK ALABAMA AV,0,B120128
B42,EN_F0-Saturday-019000_B42_1,EN_F0-Saturday,ROCKAWAY PKY STA,0,B420008
B82,EN_F0-Saturday-019000_B82_X35,EN_F0-Saturday,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820020
Q24,EN_F0-Saturday-019000_Q56_501,EN_F0-Saturday,JAMAICA 168 ST via ATLANTIC,0,Q240220
Q56,EN_F0-Saturday-019000_Q56_X51,EN_F0-Saturday,JAMAICA 170 ST via JAMAICA AV,0,Q560570
B25,EN_F0-Saturday-019400_B25_X12,EN_F0-Saturday,BROADWAY JCT ALABAMA AV via FULTON,0,B250073
B12,EN_F0-Saturday-019500_B12_2,EN_F0-Saturday,LEFFERTS GARDENS OCEAN AV,1,B120127
B15,EN_F0-Saturday-019500_B15_106,EN_F0-Saturday,JFK AIRPORT,0,B150003
B45,EN_F0-Saturday-019500_B45_X23,EN_F0-Saturday,CROWN HEIGHTS RALPH AV,0,B450036
B82,EN_F0-Saturday-019500_B82_X32,EN_F0-Saturday,CONEY ISLAND STILLWELL AV via FLATLANDS,1,B820023
Q56,EN_F0-Saturday-019500_Q56_X53,EN_F0-Saturday,BROADWAY JCT VAN SINDEREN AV via JAMAICA,1,Q560571
B42,EN_F0-Saturday-020000_B42_1,EN_F0-Saturday,CANARSIE PIER,1,B420007
B45,EN_F0-Saturday-020000_B45_X21,EN_F0-Saturday,DOWNTOWN BKLYN COURT ST,1,B450035
Q24,EN_F0-Saturday-020000_Q24_401,EN_F0-Saturday,LAFAYETTE AV PATCHEN AV via ATLANTIC AV,1,Q240221
B15,EN_F0-Saturday-020500_B15_102,EN_F0-Saturday,BED-STUY WOODHULL HOSPITAL,1,B150253
Q56,EN_F0-Saturday-020500_Q56_X52,EN_F0-Saturday,JAMAICA 170 ST via JAMAICA AV,0,Q560570
B25,EN_F0-Saturday-020800_B25_X11,EN_F0-Saturday,DOWNTOWN BKLYN FRONT ST via FULTON,1,B250070
B15,EN_F0-Saturday-021000_B15_107,EN_F0-Saturday,JFK AIRPORT,0,B150003
B17,EN_F0-Saturday-021000_B17_101,EN_F0-Saturday,CROWN HEIGHTS EASTERN PKY,0,B170093
B42,EN_F0-Saturday-021000_B42_1,EN_F0-Saturday,ROCKAWAY PKY STA,0,B420008
B82,EN_F0-Saturday-021000_B82_101,EN_F0-Saturday,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820020
B82,EN_F0-Saturday-021000_B82_102,EN_F0-Saturday,CONEY ISLAND STILLWELL AV via FLATLANDS,1,B820023
Q24,EN_F0-Saturday-021000_Q24_X46,EN_F0-Saturday,JAMAICA 168 ST via ATLANTIC,0,Q240220
Q56,EN_F0-Saturday-021000_Q56_X54,EN_F0-Saturday,BROADWAY JCT VAN SINDEREN AV via JAMAICA,1,Q560571
B45,EN_F0-Saturday-021500_B45_X24,EN_F0-Saturday,CROWN HEIGHTS RALPH AV,0,B450036
B25,EN_F0-Saturday-021800_B25_201,EN_F0-Saturday,BROADWAY JCT ALABAMA AV via FULTON,0,B250073
B14,EN_F0-Saturday-022000_B14_1,EN_F0-Saturday,CROWN HEIGHTS UTICA AV,1,B140128
B42,EN_F0-Saturday-022000_B42_1,EN_F0-Saturday,CANARSIE PIER,1,B420007
B45,EN_F0-Saturday-022000_B45_X22,EN_F0-Saturday,DOWNTOWN BKLYN COURT ST,1,B450035
Q56,EN_F0-Saturday-022000_Q24_402,EN_F0-Saturday,JAMAICA 170 ST via JAMAICA AV,0,Q560570
Q24,EN_F0-Saturday-022000_Q24_X42,EN_F0-Saturday,LAFAYETTE AV PATCHEN AV via ATLANTIC AV,1,Q240221
B15,EN_F0-Saturday-022200_B15_108,EN_F0-Saturday,JFK AIRPORT,0,B150003
B15,EN_F0-Saturday-022500_B15_103,EN_F0-Saturday,BED-STUY WOODHULL HOSPITAL,1,B150253
B82,EN_F0-Saturday-022500_B82_X33,EN_F0-Saturday,CONEY ISLAND STILLWELL AV via FLATLANDS,1,B820023
Q56,EN_F0-Saturday-022500_Q56_X51,EN_F0-Saturday,BROADWAY JCT VAN SINDEREN AV via JAMAICA,1,Q560571
B12,EN_F0-Saturday-023000_B12_2,EN_F0-Saturday,EAST NEW YORK ALABAMA AV,0,B120128
B42,EN_F0-Saturday-023000_B42_1,EN_F0-Saturday,ROCKAWAY PKY STA,0,B420008
B82,EN_F0-Saturday-023000_B82_X31,EN_F0-Saturday,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820020
Q24,EN_F0-Saturday-023000_Q24_X44,EN_F0-Saturday,JAMAICA 168 ST via ATLANTIC,0,Q240220
B25,EN_F0-Saturday-023300_B25_X12,EN_F0-Saturday,DOWNTOWN BKLYN FRONT ST via FULTON,1,B250070
B15,EN_F0-Saturday-023400_B15_109,EN_F0-Saturday,JFK AIRPORT,0,B150003
B12,EN_F0-Saturday-023500_B12_3,EN_F0-Saturday,LEFFERTS GARDENS OCEAN AV,1,B120127
B45,EN_F0-Saturday-023500_B45_X21,EN_F0-Saturday,CROWN HEIGHTS RALPH AV,0,B450036
Q56,EN_F0-Saturday-023500_Q56_X53,EN_F0-Saturday,JAMAICA 170 ST via JAMAICA AV,0,Q560570
B15,EN_F0-Saturday-024000_B15_104,EN_F0-Saturday,BED-STUY WOODHULL HOSPITAL,1,B150253
B17,EN_F0-Saturday-024000_B17_101,EN_F0-Saturday,CANARSIE SEAVIEW AV,1,B170092
B42,EN_F0-Saturday-024000_B42_1,EN_F0-Saturday,CANARSIE PIER,1,B420007
B45,EN_F0-Saturday-024000_B45_X23,EN_F0-Saturday,DOWNTOWN BKLYN COURT ST,1,B450035
B82,EN_F0-Saturday-024000_B82_103,EN_F0-Saturday,CONEY ISLAND STILLWELL AV via FLATLANDS,1,B820023
Q24,EN_F0-Saturday-024000_Q24_X43,EN_F0-Saturday,LAFAYETTE AV PATCHEN AV via ATLANTIC AV,1,Q240221
Q56,EN_F0-Saturday-024000_Q56_501,EN_F0-Saturday,BROADWAY JCT VAN SINDEREN AV via JAMAICA,1,Q560571
B25,EN_F0-Saturday-024300_B25_X11,EN_F0-Saturday,BROADWAY JCT ALABAMA AV via FULTON,0,B250073
B15,EN_F0-Saturday-024600_B15_110,EN_F0-Saturday,JFK AIRPORT,0,B150003
B42,EN_F0-Saturday-025000_B42_1,EN_F0-Saturday,ROCKAWAY PKY STA,0,B420008
B82,EN_F0-Saturday-025000_B82_X36,EN_F0-Saturday,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820020
Q24,EN_F0-Saturday-025000_Q24_401,EN_F0-Saturday,JAMAICA 168 ST via ATLANTIC,0,Q240220
Q56,EN_F0-Saturday-025000_Q56_502,EN_F0-Saturday,JAMAICA 170 ST via JAMAICA AV,0,Q560570
B15,EN_F0-Saturday-025500_B15_105,EN_F0-Saturday,BED-STUY WOODHULL HOSPITAL,1,B150253
B45,EN_F0-Saturday-025500_B45_X22,EN_F0-Saturday,CROWN HEIGHTS RALPH AV,0,B450036
B15,EN_F0-Saturday-025600_B15_101,EN_F0-Saturday,JFK AIRPORT,0,B150003
B14,EN_F0-Saturday-025700_B14_1,EN_F0-Saturday,SPRING CREEK STANLEY AV POSTAL FAC,0,B140129
B25,EN_F0-Saturday-025700_B25_201,EN_F0-Saturday,DOWNTOWN BKLYN FRONT ST via FULTON,1,B250070
Q56,EN_F0-Saturday-025800_Q56_X52,EN_F0-Saturday,BROADWAY JCT VAN SINDEREN AV via JAMAICA,1,Q560571
B42,EN_F0-Saturday-026000_B42_1,EN_F0-Saturday,CANARSIE PIER,1,B420007
B45,EN_F0-Saturday-026000_B45_X24,EN_F0-Saturday,DOWNTOWN BKLYN COURT ST,1,B450035
Q24,EN_F0-Saturday-026000_Q24_402,EN_F0-Saturday,LAFAYETTE AV PATCHEN AV via ATLANTIC AV,1,Q240221
Q56,EN_F0-Saturday-026300_Q56_X51,EN_F0-Saturday,JAMAICA 170 ST via JAMAICA AV,0,Q560570
B82,EN_F0-Saturday-026500_B82_104,EN_F0-Saturday,CONEY ISLAND STILLWELL AV via FLATLANDS,1,B820023
B82,EN_F0-Saturday-026500_B82_X32,EN_F0-Saturday,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820020
Q24,EN_F0-Saturday-026500_Q24_X42,EN_F0-Saturday,JAMAICA 168 ST via ATLANTIC,0,Q240220
B15,EN_F0-Saturday-026600_B12_4,EN_F0-Saturday,JFK AIRPORT,0,B150003
B25,EN_F0-Saturday-026800_B25_X12,EN_F0-Saturday,BROADWAY JCT ALABAMA AV via FULTON,0,B250073
B12,EN_F0-Saturday-027000_B12_1,EN_F0-Saturday,LEFFERTS GARDENS OCEAN AV,1,B120127
B12,EN_F0-Saturday-027000_B12_3,EN_F0-Saturday,EAST NEW YORK ALABAMA AV,0,B120128
B15,EN_F0-Saturday-027000_B15_106,EN_F0-Saturday,BED-STUY WOODHULL HOSPITAL,1,B150253
B17,EN_F0-Saturday-027000_B17_101,EN_F0-Saturday,CROWN HEIGHTS EASTERN PKY,0,B170093
B42,EN_F0-Saturday-027000_B42_1,EN_F0-Saturday,ROCKAWAY PKY STA,0,B420008
Q24,EN_F0-Saturday-027200_Q24_X46,EN_F0-Saturday,LAFAYETTE AV PATCHEN AV via ATLANTIC AV,1,Q240221
B25,EN_F0-Saturday-027500_B25_X14,EN_F0-Saturday,DOWNTOWN BKLYN FRONT ST via FULTON,1,B250070
B45,EN_F0-Saturday-027500_B45_X23,EN_F0-Saturday,CROWN HEIGHTS RALPH AV,0,B450036
B15,EN_F0-Saturday-027600_B15_102,EN_F0-Saturday,JFK AIRPORT,0,B150003
Q56,EN_F0-Saturday-027600_Q56_501,EN_F0-Saturday,JAMAICA 170 ST via JAMAICA AV,0,Q560570
Q56,EN_F0-Saturday-027600_Q56_X53,EN_F0-Saturday,BROADWAY JCT VAN SINDEREN AV via JAMAICA,1,Q560571
B42,EN_F0-Saturday-028000_B42_1,EN_F0-Saturday,CANARSIE PIER,1,B420007
B65,EN_F0-Saturday-028000_B45_1,EN_F0-Saturday,DOWNTOWN BKLYN FULTON MALL,1,B650052
B45,EN_F0-Saturday-028000_B45_X21,EN_F0-Saturday,DOWNTOWN BKLYN COURT ST,1,B450035
B82,EN_F0-Saturday-028000_B82_102,EN_F0-Saturday,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820020
Q24,EN_F0-Saturday-028000_Q24_403,EN_F0-Saturday,JAMAICA 168 ST via ATLANTIC,0,Q240220
B15,EN_F0-Saturday-028500_B15_107,EN_F0-Saturday,BED-STUY WOODHULL HOSPITAL,1,B150253
B82,EN_F0-Saturday-028500_B82_105,EN_F0-Saturday,CONEY ISLAND STILLWELL AV via FLATLANDS,1,B820023
Q24,EN_F0-Saturday-028600_Q24_X44,EN_F0-Saturday,LAFAYETTE AV PATCHEN AV via ATLANTIC AV,1,Q240221
B15,EN_F0-Saturday-028800_B15_111,EN_F0-Saturday,JFK AIRPORT,0,B150003
Q56,EN_F0-Saturday-028800_Q56_X55,EN_F0-Saturday,JAMAICA 170 ST via JAMAICA AV,0,Q560570
B14,EN_F0-Saturday-029000_B14_1,EN_F0-Saturday,CROWN HEIGHTS UTICA AV,1,B140128
B42,EN_F0-Saturday-029000_B42_1,EN_F0-Saturday,ROCKAWAY PKY STA,0,B420008
B25,EN_F0-Saturday-029200_B25_201,EN_F0-Saturday,BROADWAY JCT ALABAMA AV via FULTON,0,B250073
B25,EN_F0-Saturday-029300_B25_X11,EN_F0-Saturday,DOWNTOWN BKLYN FRONT ST via FULTON,1,B250070
Q56,EN_F0-Saturday-029300_Q56_502,EN_F0-Saturday,BROADWAY JCT VAN SINDEREN AV via JAMAICA,1,Q560571
B45,EN_F0-Saturday-029500_B45_X24,EN_F0-Saturday,CROWN HEIGHTS RALPH AV,0,B450036
B82,EN_F0-Saturday-029500_B82_X33,EN_F0-Saturday,SPRING CRK TWRS SEAVIEW AV via KINGS HWY,0,B820020
B15,EN_F0-Saturday-029700_B15_108,EN_F0-Saturday,BED-STUY WOODHULL HOSPITAL,1,B150253
B12,EN_F0-Saturday-030000_B12_3,EN_F0-Saturday,LEFFERTS GARDENS OCEAN AV,1,B120127
B17,EN_F0-Saturday-030000_B14_2,EN_F0-Saturday,CANARSIE SEAVIEW AV,1,B170092
B15,EN_F0-Saturday-030000_B15_103,EN_F0-Saturday,JFK AIRPORT,0,B150003
B42,EN_F0-Saturday-030000_B42_2,EN_F0-Saturday,CANARSIE PIER,1,B420007
B65,EN_F0-Saturday-030000_B65_101,EN_F0-Saturday,DOWNTOWN BKLYN FULTON MALL,1,B650052
B45,EN_F0-Saturday-030000_B65_102,EN_F0-Saturday,DOWNTOWN BKLYN COURT ST,1,B450035
B82,EN_F0-Saturday-030000_B82_106,EN_F0-Saturday,CONEY ISLAND STILLWELL AV via FLATLANDS,1,B820023
Q24,EN_F0-Saturday-030000_Q24_401,EN_F0-Saturday,LAFAYETTE AV PATCHEN AV via ATLANTIC AV,1,Q240221
Q56,EN_F0-Saturday-030000_Q56_503,EN_F0-Saturday,JAMAICA 170 ST via JAMAICA AV,0,Q560570
Q24,EN_F0-Saturday-030700_Q24_402,EN_F0-Saturday,JAMAICA 168 ST via ATLANTIC,0,Q240220
